240,date,division number,title,uin,uri
aye,2001-11-26,,"Anti-terrorism, Crime and Security Bill",CD:2001-11-26:83,http://data.parliament.uk/resources/102164
aye,2001-11-26,,"Anti-terrorism, Crime and Security Bill",CD:2001-11-26:85,http://data.parliament.uk/resources/102166
aye,2001-11-15,,City of London (Ward Elections) Bill,CD:2001-11-15:64,http://data.parliament.uk/resources/102145
aye,2001-11-13,,Railtrack,CD:2001-11-13:57,http://data.parliament.uk/resources/102138
aye,2001-11-13,,Stakeholder Pensions,CD:2001-11-13:59,http://data.parliament.uk/resources/102140
aye,2001-11-12,,Animal Health Bill,CD:2001-11-12:53,http://data.parliament.uk/resources/102134
aye,2001-10-31,,Election Fraud (Northern Ireland) Bill,CD:2001-10-31:47,http://data.parliament.uk/resources/102128
aye,2001-07-18,,European Communities (Amendment) Bill,CD:2001-07-18:32,http://data.parliament.uk/resources/102113
aye,2001-07-18,,European Communities (Amendment) Bill,CD:2001-07-18:33,http://data.parliament.uk/resources/102114
aye,2001-07-18,,European Communities (Amendment) Bill,CD:2001-07-18:34,http://data.parliament.uk/resources/102115
aye,2001-07-18,,European Communities (Amendment) Bill,CD:2001-07-18:35,http://data.parliament.uk/resources/102116
aye,2001-07-12,,Post-16 Education,CD:2001-07-12:23,http://data.parliament.uk/resources/102104
aye,2001-07-12,,The Countryside,CD:2001-07-12:24,http://data.parliament.uk/resources/102105
aye,2001-07-11,,Deferred Divisions,CD:2001-07-11:19,http://data.parliament.uk/resources/102100
aye,2001-07-11,,Deferred Divisions,CD:2001-07-11:20,http://data.parliament.uk/resources/102101
aye,2001-07-11,,European Communities (Amendment) Bill,CD:2001-07-11:22,http://data.parliament.uk/resources/102103
240,date,division number,title,uin,uri
no,2005-04-06,155.0,Railways Bill,CD:2005-04-06:155,http://data.parliament.uk/resources/103334
no,2005-03-18,148.0,Smoking in Public Places (Wales) Bill,CD:2005-03-18:148,http://data.parliament.uk/resources/103327
no,2005-03-10,131.0,Prevention of Terrorism Bill,CD:2005-03-10:131,http://data.parliament.uk/resources/103310
no,2005-03-10,132.0,Prevention of Terrorism Bill,CD:2005-03-10:132,http://data.parliament.uk/resources/103311
no,2005-03-10,133.0,Prevention of Terrorism Bill,CD:2005-03-10:133,http://data.parliament.uk/resources/103312
no,2005-03-10,134.0,Prevention of Terrorism Bill,CD:2005-03-10:134,http://data.parliament.uk/resources/103313
no,2005-03-10,135.0,Prevention of Terrorism Bill,CD:2005-03-10:135,http://data.parliament.uk/resources/103314
no,2005-03-10,136.0,Prevention of Terrorism Bill,CD:2005-03-10:136,http://data.parliament.uk/resources/103315
no,2005-03-10,137.0,Prevention of Terrorism Bill,CD:2005-03-10:137,http://data.parliament.uk/resources/103316
no,2005-03-10,138.0,Prevention of Terrorism Bill,CD:2005-03-10:138,http://data.parliament.uk/resources/103317
no,2005-03-10,139.0,Prevention of Terrorism Bill,CD:2005-03-10:139,http://data.parliament.uk/resources/103318
no,2005-03-10,140.0,Prevention of Terrorism Bill,CD:2005-03-10:140,http://data.parliament.uk/resources/103319
no,2005-03-10,141.0,Prevention of Terrorism Bill,CD:2005-03-10:141,http://data.parliament.uk/resources/103320
no,2005-03-10,142.0,Prevention of Terrorism Bill,CD:2005-03-10:142,http://data.parliament.uk/resources/103321
no,2005-03-09,121.0,Future of the BBC,CD:2005-03-09:121,http://data.parliament.uk/resources/103300
no,2005-03-09,122.0,Prevention of Terrorism Bill,CD:2005-03-09:122,http://data.parliament.uk/resources/103301
no,2005-03-09,123.0,Prevention of Terrorism Bill,CD:2005-03-09:123,http://data.parliament.uk/resources/103302
no,2005-03-09,124.0,Prevention of Terrorism Bill,CD:2005-03-09:124,http://data.parliament.uk/resources/103303
no,2005-03-09,125.0,Prevention of Terrorism Bill,CD:2005-03-09:125,http://data.parliament.uk/resources/103304
no,2005-03-09,126.0,Prevention of Terrorism Bill,CD:2005-03-09:126,http://data.parliament.uk/resources/103305
no,2005-03-09,127.0,Prevention of Terrorism Bill,CD:2005-03-09:127,http://data.parliament.uk/resources/103306
no,2005-03-09,128.0,Prevention of Terrorism Bill,CD:2005-03-09:128,http://data.parliament.uk/resources/103307
no,2005-03-08,118.0,Road Safety Bill,CD:2005-03-08:118,http://data.parliament.uk/resources/103297
no,2005-03-07,114.0,Future European Union Finances,CD:2005-03-07:114,http://data.parliament.uk/resources/103293
no,2005-03-02,112.0,Hospital-acquired Infections,CD:2005-03-02:112,http://data.parliament.uk/resources/103291
no,2005-03-01,105.0,Constitutional Reform Bill [Lords],CD:2005-03-01:105,http://data.parliament.uk/resources/103284
no,2005-03-01,108.0,Constitutional Reform Bill [Lords],CD:2005-03-01:108,http://data.parliament.uk/resources/103287
no,2005-03-01,109.0,Constitutional Reform Bill [Lords],CD:2005-03-01:109,http://data.parliament.uk/resources/103288
no,2005-02-28,100.0,Prevention of Terrorism Bill (Programme) (No. 2),CD:2005-02-28:100,http://data.parliament.uk/resources/103279
no,2005-02-28,103.0,Prevention of Terrorism Bill,CD:2005-02-28:103,http://data.parliament.uk/resources/103282
no,2005-02-28,104.0,Prevention of Terrorism Bill,CD:2005-02-28:104,http://data.parliament.uk/resources/103283
no,2005-02-23,94.0,Prevention of Terrorism Bill,CD:2005-02-23:94,http://data.parliament.uk/resources/103273
no,2005-02-23,95.0,Prevention of Terrorism Bill,CD:2005-02-23:95,http://data.parliament.uk/resources/103274
no,2005-02-22,91.0,Drugs Bill (Programme) (No.2),CD:2005-02-22:91,http://data.parliament.uk/resources/103270
no,2005-02-21,86.0,Clean Neighbourhoods and Environment Bill (Programme) (No. 2),CD:2005-02-21:86,http://data.parliament.uk/resources/103265
no,2005-02-10,80.0,Identity Cards Bill (Programme) (No. 2),CD:2005-02-10:80,http://data.parliament.uk/resources/103259
no,2005-02-03,64.0,Serious Organised Crime and Police Bill (Programme) (No. 2),CD:2005-02-03:64,http://data.parliament.uk/resources/103243
no,2005-02-03,65.0,Child Benefit Bill (Programme) (No. 2),CD:2005-02-03:65,http://data.parliament.uk/resources/103244
no,2005-02-01,62.0,Constitutional Reform Bill [Lords],CD:2005-02-01:62,http://data.parliament.uk/resources/103241
no,2005-01-19,37.0,Farming and Rural Communities,CD:2005-01-19:37,http://data.parliament.uk/resources/103215
no,2005-01-17,34.0,Constitutional Reform Bill [Lords],CD:2005-01-17:34,http://data.parliament.uk/resources/103212
no,2005-01-12,31.0,Child Benefit Bill,CD:2005-01-12:31,http://data.parliament.uk/resources/103209
no,2005-01-11,30.0,Road Safety Bill,CD:2005-01-11:30,http://data.parliament.uk/resources/103208
no,2004-12-20,25.0,Identity Cards Bill,CD:2004-12-20:25,http://data.parliament.uk/resources/103203
no,2004-12-16,18.0,Points of Order,CD:2004-12-16:18,http://data.parliament.uk/resources/103196
no,2004-12-16,22.0,School Transport Bill,CD:2004-12-16:22,http://data.parliament.uk/resources/103200
no,2004-12-08,8.0,Commissioners for Revenue and Customs Bill,CD:2004-12-08:8,http://data.parliament.uk/resources/103186
no,2004-12-07,7.0,Serious Organised Crime and Police Bill,CD:2004-12-07:7,http://data.parliament.uk/resources/103185
no,2004-12-06,6.0,Railways Bill,CD:2004-12-06:6,http://data.parliament.uk/resources/103184
no,2004-11-17,336.0,Pensions Bill,CD:2004-11-17:336,http://data.parliament.uk/resources/103174
no,2004-11-15,319.0,Armed Forces (Pensions and Compensation) Bill,CD:2004-11-15:319,http://data.parliament.uk/resources/103157
no,2004-11-15,320.0,Pensions Bill [Ways and Means],CD:2004-11-15:320,http://data.parliament.uk/resources/103158
no,2004-11-11,318.0,Family Doctor Services,CD:2004-11-11:318,http://data.parliament.uk/resources/103156
no,2004-11-10,316.0,Alcohol-Related Anti-Social Behaviour and Domestic Violence,CD:2004-11-10:316,http://data.parliament.uk/resources/103154
no,2004-11-09,314.0,Civil Partnerships Bill [Lords],CD:2004-11-09:314,http://data.parliament.uk/resources/103152
no,2004-11-08,310.0,Housing Bill (Programme) (No. 3),CD:2004-11-08:310,http://data.parliament.uk/resources/103148
no,2004-11-08,311.0,Housing Bill,CD:2004-11-08:311,http://data.parliament.uk/resources/103149
no,2004-11-08,312.0,Housing Bill,CD:2004-11-08:312,http://data.parliament.uk/resources/103150
no,2004-11-08,313.0,Housing Bill,CD:2004-11-08:313,http://data.parliament.uk/resources/103151
no,2004-10-28,293.0,School Transport Bill,CD:2004-10-28:293,http://data.parliament.uk/resources/103131
no,2004-10-28,294.0,School Transport Bill,CD:2004-10-28:294,http://data.parliament.uk/resources/103132
no,2004-10-28,295.0,School Transport Bill,CD:2004-10-28:295,http://data.parliament.uk/resources/103133
no,2004-10-14,261.0,EU Justice and Home Affairs,CD:2004-10-14:261,http://data.parliament.uk/resources/103099
no,2004-09-08,240.0,Hospital-Acquired Infection,CD:2004-09-08:240,http://data.parliament.uk/resources/103078
no,2004-07-21,236.0,Devolution,CD:2004-07-21:236,http://data.parliament.uk/resources/103074
no,2004-07-21,237.0,Devolution,CD:2004-07-21:237,http://data.parliament.uk/resources/103075
no,2004-07-19,232.0,Council Tax,CD:2004-07-19:232,http://data.parliament.uk/resources/103070
no,2004-07-19,233.0,Public Audit (Wales) Bill [Lords],CD:2004-07-19:233,http://data.parliament.uk/resources/103071
no,2004-07-15,224.0,Traffic Management Bill [Ways and Means] [No.2],CD:2004-07-15:224,http://data.parliament.uk/resources/103062
no,2004-07-15,226.0,Traffic Management Bill,CD:2004-07-15:226,http://data.parliament.uk/resources/103064
no,2004-07-12,221.0,"Asylum and Immigration (Treatment of Claimants, etc.) Bill (Programme) (No.3)",CD:2004-07-12:221,http://data.parliament.uk/resources/103059
no,2004-07-07,217.0,Deferred Division,CD:2004-07-07:217,http://data.parliament.uk/resources/103055
no,2004-07-07,220.0,Finance Bill,CD:2004-07-07:220,http://data.parliament.uk/resources/103058
no,2004-07-05,214.0,Personal Indebtedness and Savings,CD:2004-07-05:214,http://data.parliament.uk/resources/103052
no,2004-06-30,211.0,Business Deregulation,CD:2004-06-30:211,http://data.parliament.uk/resources/103049
no,2004-06-15,196.0,Trade Unions (Political Funds) Reform,CD:2004-06-15:196,http://data.parliament.uk/resources/103034
no,2004-05-18,179.0,Pensions Bill (Programme) (No. 3),CD:2004-05-18:179,http://data.parliament.uk/resources/103017
no,2004-05-17,176.0,Iraq,CD:2004-05-17:176,http://data.parliament.uk/resources/103014
no,2004-05-17,177.0,Local Government Finance,CD:2004-05-17:177,http://data.parliament.uk/resources/103015
no,2004-05-12,172.0,Age-Related Payments Bill,CD:2004-05-12:172,http://data.parliament.uk/resources/103010
no,2004-05-11,164.0,Housing Bill (Programme) (No. 2),CD:2004-05-11:164,http://data.parliament.uk/resources/103002
no,2004-05-11,168.0,Housing Bill,CD:2004-05-11:168,http://data.parliament.uk/resources/103006
no,2004-05-04,158.0,Scottish Parliament (Constituencies) Bill,CD:2004-05-04:158,http://data.parliament.uk/resources/102996
no,2004-04-21,136.0,London,CD:2004-04-21:136,http://data.parliament.uk/resources/102974
no,2004-04-19,126.0,Planning and Compulsory Purchase Bill (Programme) (No. 2),CD:2004-04-19:126,http://data.parliament.uk/resources/102964
no,2004-04-19,127.0,Planning and Compulsory Purchase Bill,CD:2004-04-19:127,http://data.parliament.uk/resources/102965
no,2004-04-19,128.0,Planning and Compulsory Purchase Bill,CD:2004-04-19:128,http://data.parliament.uk/resources/102966
no,2004-04-19,129.0,Planning and Compulsory Purchase Bill,CD:2004-04-19:129,http://data.parliament.uk/resources/102967
no,2004-04-19,130.0,Planning and Compulsory Purchase Bill,CD:2004-04-19:130,http://data.parliament.uk/resources/102968
no,2004-04-19,131.0,Planning and Compulsory Purchase Bill,CD:2004-04-19:131,http://data.parliament.uk/resources/102969
no,2004-03-31,120.0,Higher Education Bill (Programme) (No. 4),CD:2004-03-31:120,http://data.parliament.uk/resources/102958
no,2004-03-31,125.0,Higher Education Bill,CD:2004-03-31:125,http://data.parliament.uk/resources/102963
no,2004-03-30,118.0,EU Constitution Referendum,CD:2004-03-30:118,http://data.parliament.uk/resources/102956
no,2004-03-30,119.0,European Parliamentary and Local Elections (Pilots) Bill,CD:2004-03-30:119,http://data.parliament.uk/resources/102957
no,2004-03-29,112.0,European Parliamentary and Local Elections (Pilots) Bill,CD:2004-03-29:112,http://data.parliament.uk/resources/102950
no,2004-03-29,115.0,Employment Relations Bill,CD:2004-03-29:115,http://data.parliament.uk/resources/102953
no,2004-03-25,110.0,Employment Relations Bill (Programme) (No. 3),CD:2004-03-25:110,http://data.parliament.uk/resources/102948
no,2004-03-24,106.0,Deferred Division,CD:2004-03-24:106,http://data.parliament.uk/resources/102944
no,2004-03-24,108.0,Post Office Services,CD:2004-03-24:108,http://data.parliament.uk/resources/102946
no,2004-03-24,109.0,European Parliamentary and Local Elections (Pilots) Bill,CD:2004-03-24:109,http://data.parliament.uk/resources/102947
no,2004-03-23,97.0,Budget Resolutions and Economic Situation,CD:2004-03-23:97,http://data.parliament.uk/resources/102935
no,2004-03-23,98.0,Budget Resolutions and Economic Situation,CD:2004-03-23:98,http://data.parliament.uk/resources/102936
no,2004-03-23,99.0,Budget Resolutions and Economic Situation,CD:2004-03-23:99,http://data.parliament.uk/resources/102937
no,2004-03-23,101.0,Budget Resolutions and Economic Situation,CD:2004-03-23:101,http://data.parliament.uk/resources/102939
no,2004-03-23,102.0,Budget Resolutions and Economic Situation,CD:2004-03-23:102,http://data.parliament.uk/resources/102940
no,2004-03-23,103.0,Budget Resolutions and Economic Situation,CD:2004-03-23:103,http://data.parliament.uk/resources/102941
no,2004-03-23,104.0,Budget Resolutions and Economic Situation,CD:2004-03-23:104,http://data.parliament.uk/resources/102942
no,2004-03-10,84.0,Justice (Northern Ireland) Bill [Lords],CD:2004-03-10:84,http://data.parliament.uk/resources/102922
no,2004-03-10,85.0,Justice (Northern Ireland) Bill [Lords],CD:2004-03-10:85,http://data.parliament.uk/resources/102923
no,2004-03-03,74.0,Protection of Vulnerable Children,CD:2004-03-03:74,http://data.parliament.uk/resources/102912
no,2004-03-03,75.0,Protection of Vulnerable Children,CD:2004-03-03:75,http://data.parliament.uk/resources/102913
no,2004-02-25,58.0,School Admissions (Prohibition of Religious Discrimination,CD:2004-02-25:58,http://data.parliament.uk/resources/102896
no,2004-02-24,57.0,Pension Scheme Wind-ups,CD:2004-02-24:57,http://data.parliament.uk/resources/102895
no,2004-02-10,51.0,Local Taxation,CD:2004-02-10:51,http://data.parliament.uk/resources/102889
no,2004-02-05,44.0,Higher Education Bill (Programme) (No. 2),CD:2004-02-05:44,http://data.parliament.uk/resources/102882
no,2004-02-05,45.0,Police,CD:2004-02-05:45,http://data.parliament.uk/resources/102883
no,2004-02-05,46.0,Local Government Finance,CD:2004-02-05:46,http://data.parliament.uk/resources/102884
no,2004-01-27,38.0,Higher Education Bill,CD:2004-01-27:38,http://data.parliament.uk/resources/102876
no,2004-01-27,39.0,Higher Education Bill,CD:2004-01-27:39,http://data.parliament.uk/resources/102877
no,2004-01-19,32.0,Civil Contingencies Bill,CD:2004-01-19:32,http://data.parliament.uk/resources/102870
no,2004-01-14,30.0,Employment Relations Bill,CD:2004-01-14:30,http://data.parliament.uk/resources/102868
no,2004-01-14,31.0,Employment Relations Bill,CD:2004-01-14:31,http://data.parliament.uk/resources/102869
no,2004-01-13,29.0,Future of the Post Office Network,CD:2004-01-13:29,http://data.parliament.uk/resources/102867
no,2004-01-12,26.0,Housing Bill,CD:2004-01-12:26,http://data.parliament.uk/resources/102864
no,2004-01-05,20.0,Traffic Management Bill,CD:2004-01-05:20,http://data.parliament.uk/resources/102858
no,2003-12-17,18.0,"Asylum and Immigration (Treatment of Claimants, etc.) Bill",CD:2003-12-17:18,http://data.parliament.uk/resources/102856
no,2003-12-16,14.0,European Parliamentary and Local Elections (Pilots) Bill,CD:2003-12-16:14,http://data.parliament.uk/resources/102852
no,2003-11-20,389.0,Sittings of the House,CD:2003-11-20:389,http://data.parliament.uk/resources/102837
no,2003-11-19,380.0,Health and Social Care (Community Health and Standards) Bill (Programme) (No. 3),CD:2003-11-19:380,http://data.parliament.uk/resources/102828
no,2003-11-19,381.0,Health and Social Care (Community Health and Standards) Bill,CD:2003-11-19:381,http://data.parliament.uk/resources/102829
no,2003-11-19,382.0,Health and Social Care (Community Health and Standards) Bill,CD:2003-11-19:382,http://data.parliament.uk/resources/102830
no,2003-11-19,383.0,Health and Social Care (Community Health and Standards) Bill,CD:2003-11-19:383,http://data.parliament.uk/resources/102831
no,2003-11-19,384.0,Health and Social Care (Community Health and Standards) Bill,CD:2003-11-19:384,http://data.parliament.uk/resources/102832
no,2003-11-19,385.0,Criminal Justice Bill,CD:2003-11-19:385,http://data.parliament.uk/resources/102833
no,2003-11-19,386.0,Criminal Justice Bill,CD:2003-11-19:386,http://data.parliament.uk/resources/102834
no,2003-11-19,387.0,Criminal Justice Bill,CD:2003-11-19:387,http://data.parliament.uk/resources/102835
no,2003-11-19,388.0,Health and Social Care (Community Health and Standards) Bill,CD:2003-11-19:388,http://data.parliament.uk/resources/102836
no,2003-11-18,376.0,Criminal Justice Bill,CD:2003-11-18:376,http://data.parliament.uk/resources/102824
no,2003-10-22,336.0,Iraq (Judicial Inquiry),CD:2003-10-22:336,http://data.parliament.uk/resources/102784
no,2003-10-15,326.0,Neighbourhood Policing,CD:2003-10-15:326,http://data.parliament.uk/resources/102773
no,2003-09-17,315.0,Deferred Division,CD:2003-09-17:315,http://data.parliament.uk/resources/102762
no,2003-09-17,316.0,Northern Ireland (Monitoring Commission etc.) Bill (Allocation of Time),CD:2003-09-17:316,http://data.parliament.uk/resources/102763
no,2003-09-17,318.0,Northern Ireland (Monitoring Commission etc.) Bill [Lords],CD:2003-09-17:318,http://data.parliament.uk/resources/102765
no,2003-09-17,322.0,Local Government Bill,CD:2003-09-17:322,http://data.parliament.uk/resources/102769
no,2003-09-16,314.0,EU Constitution,CD:2003-09-16:314,http://data.parliament.uk/resources/102761
no,2003-09-15,308.0,Programme Motions,CD:2003-09-15:308,http://data.parliament.uk/resources/102755
no,2003-09-15,309.0,Programme Motions,CD:2003-09-15:309,http://data.parliament.uk/resources/102756
no,2003-09-15,310.0,Local Government Bill,CD:2003-09-15:310,http://data.parliament.uk/resources/102757
no,2003-09-15,311.0,Local Government Bill,CD:2003-09-15:311,http://data.parliament.uk/resources/102758
no,2003-07-14,289.0,Communications Bill (Programme) (No. 3),CD:2003-07-14:289,http://data.parliament.uk/resources/102736
no,2003-07-14,290.0,Communications Bill,CD:2003-07-14:290,http://data.parliament.uk/resources/102737
no,2003-07-09,286.0,Convention on the Future of Europe,CD:2003-07-09:286,http://data.parliament.uk/resources/102733
no,2003-07-08,278.0,House of Lords (Exclusion of Hereditary Peers),CD:2003-07-08:278,http://data.parliament.uk/resources/102725
no,2003-07-08,279.0,Health and Social Care (Community Health and Standards) Bill (Programme) (No. 2),CD:2003-07-08:279,http://data.parliament.uk/resources/102726
no,2003-07-07,277.0,Tax Credits,CD:2003-07-07:277,http://data.parliament.uk/resources/102724
no,2003-07-02,271.0,Deferred Divisions,CD:2003-07-02:271,http://data.parliament.uk/resources/102718
no,2003-07-02,274.0,Small Businesses,CD:2003-07-02:274,http://data.parliament.uk/resources/102721
no,2003-07-01,268.0,Finance Bill,CD:2003-07-01:268,http://data.parliament.uk/resources/102715
no,2003-06-30,258.0,Hunting Bill (Programme) (No. 3),CD:2003-06-30:258,http://data.parliament.uk/resources/102705
no,2003-06-11,227.0,European Treaty Referendum,CD:2003-06-11:227,http://data.parliament.uk/resources/102674
no,2003-06-11,229.0,Post Office Card Accounts,CD:2003-06-11:229,http://data.parliament.uk/resources/102676
no,2003-05-20,211.0,Criminal Justice Bill,CD:2003-05-20:211,http://data.parliament.uk/resources/102658
no,2003-05-14,197.0,Finance Bill,CD:2003-05-14:197,http://data.parliament.uk/resources/102644
no,2003-05-08,181.0,Fire Services Bill,CD:2003-05-08:181,http://data.parliament.uk/resources/102628
no,2003-05-07,178.0,Health and Social Care (Community Health and Standards) Bill,CD:2003-05-07:178,http://data.parliament.uk/resources/102625
no,2003-05-07,179.0,Health and Social Care (Community Health and Standards) Bill,CD:2003-05-07:179,http://data.parliament.uk/resources/102626
no,2003-05-06,176.0,Finance Bill,CD:2003-05-06:176,http://data.parliament.uk/resources/102623
no,2003-04-14,163.0,Budget Resolutions and Economic Situation,CD:2003-04-14:163,http://data.parliament.uk/resources/102610
no,2003-04-14,164.0,Budget Resolutions and Economic Situation,CD:2003-04-14:164,http://data.parliament.uk/resources/102611
no,2003-04-14,165.0,Budget Resolutions and Economic Situation,CD:2003-04-14:165,http://data.parliament.uk/resources/102612
no,2003-04-14,166.0,Budget Resolutions and Economic Situation,CD:2003-04-14:166,http://data.parliament.uk/resources/102613
no,2003-04-14,167.0,Budget Resolutions and Economic Situation,CD:2003-04-14:167,http://data.parliament.uk/resources/102614
no,2003-04-14,168.0,Budget Resolutions and Economic Situation,CD:2003-04-14:168,http://data.parliament.uk/resources/102615
no,2003-04-14,170.0,Budget Resolutions and Economic Situation,CD:2003-04-14:170,http://data.parliament.uk/resources/102617
no,2003-04-08,161.0,Anti-social Behaviour Bill,CD:2003-04-08:161,http://data.parliament.uk/resources/102608
no,2003-03-27,148.0,Police (Northern Ireland) Bill [Lords],CD:2003-03-27:148,http://data.parliament.uk/resources/102595
no,2003-03-26,137.0,Points of Order,CD:2003-03-26:137,http://data.parliament.uk/resources/102584
no,2003-03-26,139.0,Police (Northern Ireland) Bill [Lords],CD:2003-03-26:139,http://data.parliament.uk/resources/102586
no,2003-03-26,141.0,Police (Northern Ireland) Bill [Lords],CD:2003-03-26:141,http://data.parliament.uk/resources/102588
no,2003-03-25,136.0,Extradition Bill,CD:2003-03-25:136,http://data.parliament.uk/resources/102583
no,2003-03-19,119.0,Community Care (Delayed Discharges Etc.) Bill,CD:2003-03-19:119,http://data.parliament.uk/resources/102566
no,2003-03-19,120.0,Community Care (Delayed Discharges Etc.) Bill,CD:2003-03-19:120,http://data.parliament.uk/resources/102567
no,2003-03-19,121.0,Community Care (Delayed Discharges Etc.) Bill,CD:2003-03-19:121,http://data.parliament.uk/resources/102568
no,2003-03-19,122.0,Community Care (Delayed Discharges Etc.) Bill,CD:2003-03-19:122,http://data.parliament.uk/resources/102569
no,2003-03-19,123.0,Community Care (Delayed Discharges Etc.) Bill,CD:2003-03-19:123,http://data.parliament.uk/resources/102570
no,2003-03-19,124.0,Community Care (Delayed Discharges Etc.) Bill,CD:2003-03-19:124,http://data.parliament.uk/resources/102571
no,2003-03-19,125.0,Community Care (Delayed Discharges Etc.) Bill,CD:2003-03-19:125,http://data.parliament.uk/resources/102572
no,2003-03-19,126.0,Community Care (Delayed Discharges Etc.) Bill,CD:2003-03-19:126,http://data.parliament.uk/resources/102573
no,2003-03-19,127.0,Community Care (Delayed Discharges Etc.) Bill,CD:2003-03-19:127,http://data.parliament.uk/resources/102574
no,2003-03-19,128.0,Community Care (Delayed Discharges Etc.) Bill,CD:2003-03-19:128,http://data.parliament.uk/resources/102575
no,2003-03-19,129.0,Community Care (Delayed Discharges Etc.) Bill,CD:2003-03-19:129,http://data.parliament.uk/resources/102576
no,2003-03-19,130.0,Community Care (Delayed Discharges Etc.) Bill,CD:2003-03-19:130,http://data.parliament.uk/resources/102577
no,2003-03-18,117.0,Iraq,CD:2003-03-18:117,http://data.parliament.uk/resources/102564
no,2003-03-11,112.0,Specialist Schools (Selection by Aptitude),CD:2003-03-11:112,http://data.parliament.uk/resources/102559
no,2003-03-10,111.0,Local Government Bill,CD:2003-03-10:111,http://data.parliament.uk/resources/102558
no,2003-02-26,96.0,Iraq,CD:2003-02-26:96,http://data.parliament.uk/resources/102543
no,2003-02-25,95.0,Communications Bill,CD:2003-02-25:95,http://data.parliament.uk/resources/102542
no,2003-02-06,85.0,Electricity (Miscellaneous Provisions) Bill,CD:2003-02-06:85,http://data.parliament.uk/resources/102532
no,2003-02-05,80.0,Police,CD:2003-02-05:80,http://data.parliament.uk/resources/102527
no,2003-02-05,81.0,Local Government Finance,CD:2003-02-05:81,http://data.parliament.uk/resources/102528
no,2003-02-04,75.0,House of Lords Reform,CD:2003-02-04:75,http://data.parliament.uk/resources/102522
no,2003-02-04,76.0,House of Lords Reform,CD:2003-02-04:76,http://data.parliament.uk/resources/102523
no,2003-02-04,77.0,House of Lords Reform,CD:2003-02-04:77,http://data.parliament.uk/resources/102524
no,2003-02-04,78.0,House of Lords Reform,CD:2003-02-04:78,http://data.parliament.uk/resources/102525
no,2003-02-04,79.0,House of Lords Reform,CD:2003-02-04:79,http://data.parliament.uk/resources/102526
no,2003-02-03,73.0,European Parliament (Representation) Bill,CD:2003-02-03:73,http://data.parliament.uk/resources/102520
no,2003-02-03,74.0,European Parliament (Representation) Bill,CD:2003-02-03:74,http://data.parliament.uk/resources/102521
no,2003-01-23,60.0,Regional Assemblies (Preparations) Bill (Programme) (No. 3),CD:2003-01-23:60,http://data.parliament.uk/resources/102507
no,2003-01-23,64.0,Regional Assemblies (Preparations) Bill,CD:2003-01-23:64,http://data.parliament.uk/resources/102511
no,2003-01-23,65.0,Regional Assemblies (Preparations) Bill,CD:2003-01-23:65,http://data.parliament.uk/resources/102512
no,2003-01-20,58.0,Food Supplements Directive,CD:2003-01-20:58,http://data.parliament.uk/resources/102505
no,2003-01-08,43.0,Foundation Hospitals,CD:2003-01-08:43,http://data.parliament.uk/resources/102490
no,2003-01-07,39.0,Local Government Bill,CD:2003-01-07:39,http://data.parliament.uk/resources/102486
no,2003-01-07,40.0,Local Government Bill,CD:2003-01-07:40,http://data.parliament.uk/resources/102487
no,2003-01-07,41.0,Local Government Bill,CD:2003-01-07:41,http://data.parliament.uk/resources/102488
no,2002-12-18,34.0,Deferred Divisions,CD:2002-12-18:34,http://data.parliament.uk/resources/102481
no,2002-12-17,31.0,Planning and Compulsory Purchase Bill,CD:2002-12-17:31,http://data.parliament.uk/resources/102478
no,2002-12-17,32.0,Planning and Compulsory Purchase Bill,CD:2002-12-17:32,http://data.parliament.uk/resources/102479
no,2002-12-17,33.0,Planning and Compulsory Purchase Bill,CD:2002-12-17:33,http://data.parliament.uk/resources/102480
no,2002-12-16,25.0,Hunting Bill,CD:2002-12-16:25,http://data.parliament.uk/resources/102472
no,2002-12-12,24.0,"Environment, Food and Rural Affairs",CD:2002-12-12:24,http://data.parliament.uk/resources/102471
no,2002-11-28,12.0,Community Care (Delayed Discharges etc.) Bill,CD:2002-11-28:12,http://data.parliament.uk/resources/102459
no,2002-10-29,334.0,Modernisation of the House of Commons,CD:2002-10-29:334,http://data.parliament.uk/resources/102420
no,2002-10-16,323.0,Rural Economy,CD:2002-10-16:323,http://data.parliament.uk/resources/102409
no,2002-10-15,320.0,Urban Post Office Reinvention Programme,CD:2002-10-15:320,http://data.parliament.uk/resources/102406
no,2002-07-18,312.0,Proceeds of Crime Bill,CD:2002-07-18:312,http://data.parliament.uk/resources/102398
no,2002-07-18,313.0,Proceeds of Crime Bill,CD:2002-07-18:313,http://data.parliament.uk/resources/102399
no,2002-07-18,314.0,Proceeds of Crime Bill,CD:2002-07-18:314,http://data.parliament.uk/resources/102400
no,2002-07-18,315.0,Proceeds of Crime Bill,CD:2002-07-18:315,http://data.parliament.uk/resources/102401
no,2002-07-17,311.0,Deferred Divisions,CD:2002-07-17:311,http://data.parliament.uk/resources/102397
no,2002-07-15,307.0,Education Bill,CD:2002-07-15:307,http://data.parliament.uk/resources/102393
no,2002-07-15,308.0,Education Bill,CD:2002-07-15:308,http://data.parliament.uk/resources/102394
no,2002-07-15,309.0,Education Bill,CD:2002-07-15:309,http://data.parliament.uk/resources/102395
no,2002-07-15,310.0,Education Bill,CD:2002-07-15:310,http://data.parliament.uk/resources/102396
